[0],11110011
[1],11111111
[2],00011001
[3],00010111
[4],00101011
[5],00100111
[6],00111000
[7],00111010
[8],00110101
[9],01001000
[10],01001111
[11],01001011
[12],01010101
[13],01011111
[14],01011100
[15],01100110
[16],01101001
[17],01100011
[18],01101101
[19],01111111
[20],01111111
[21],01111010
[22],01110101
[23],01111110
[24],01111111
[25],01111111
[26],01111011
[27],01111111
[28],01111100
[29],01110011
[30],01111101
[31],01101110
[32],01110000
[33],01101111
[34],01100001
[35],01100010
[36],01101100
[37],01100101
[38],01011010
[39],01010011
[40],01010010
[41],01000111
[42],00110100
[43],00101011
[44],00101111
[45],00101011
[46],00010110
[47],00001110
[48],00010011
[49],11111100
[50],11110110
[51],11111100
[52],11111100
[53],11100110
[54],11011100
[55],11010110
[56],11000100
[57],10111111
[58],11001101
[59],10110011
[60],10111001
[61],10101101
[62],10100101
[63],10101011
[64],10010100
[65],10011101
[66],10001001
[67],10010100
[68],10010010
[69],10010001
[70],10000010
[71],10001100
[72],01111111
[73],10000010
[74],10001100
[75],10001010
[76],10000111
[77],01111111
[78],10001111
[79],01111111
[80],10000001
[81],10000010
[82],01111111
[83],10000100
[84],10010111
[85],10010001
[86],10010110
[87],10011010
[88],10101101
[89],10111001
[90],10111001
[91],10110100
[92],11000101
[93],11000111
[94],11010111
[95],11010011
[96],11100100
[97],11100000
[98],11111011
[99],11110111
[100],11111111
[101],00001100
[102],00010000
[103],00011110
[104],00100101
[105],00011100
[106],00101111
[107],00111011
[108],00110101
[109],01001000
[110],01010101
[111],01011011
[112],01010011
[113],01100011
[114],01101011
[115],01110010
[116],01110111
[117],01111010
[118],01101110
[119],01110010
[120],01111111
[121],01111111
[122],01111111
[123],01111111
[124],01110111
[125],01111111
[126],01110111
[127],01111111
[128],01110101
[129],01111110
[130],01110111
[131],01110111
[132],01101011
[133],01111010
[134],01100000
[135],01101001
[136],01101000
[137],01101000
[138],01010111
[139],01001000
[140],01000110
[141],00111110
[142],01001010
[143],01000011
[144],00101011
[145],00100111
[146],00010111
[147],00010111
[148],00011010
[149],00001001
[150],00000100
[151],11110001
[152],11111101
[153],11110000
[154],11101101
[155],11010000
[156],11001100
[157],11010011
[158],11001011
[159],11000010
[160],10111100
[161],10100010
[162],10100110
[163],10101011
[164],10010110
[165],10011011
[166],10010010
[167],10011100
[168],10001111
[169],10001011
[170],01111111
