time,sampling,quantize,encode,noise
0.872,-4.622,-119,10001001,0.289
0.873,-5.297000000000001,-128,10000000,-0.336
0.874,-5.049,-128,10000000,-0.059
0.875,-5.294,-128,10000000,-0.294
0.876,-4.944,-127,10000001,0.046
0.877,-4.998,-128,10000000,-0.037
0.878,-4.685,-120,10001000,0.226
0.879,-4.696,-121,10000111,0.147
0.88,-4.659,-120,10001000,0.096
0.881,-4.757,-122,10000110,-0.108
0.882,-4.974,-128,10000000,-0.45
0.883,-4.707999999999999,-121,10000111,-0.326
0.884,-3.8070000000000004,-98,10011110,0.415
0.885,-4.068,-105,10010111,-0.023
0.886,-4.0120000000000005,-103,10011001,-0.159
0.887,-3.6,-93,10100011,0.045
0.888,-3.039,-78,10110010,0.384
0.889,-2.755,-71,10111001,0.432
0.89,-2.7920000000000003,-72,10111000,0.147
0.891,-2.593,-67,10111101,0.086
0.892,-2.4699999999999998,-64,11000000,-0.061
0.893,-2.398,-62,11000010,-0.269
0.894,-1.376,-36,11011100,0.465
0.895,-1.048,-27,11100101,0.497
0.896,-1.219,-32,11100000,0.024
0.897,-0.795,-21,11101011,0.142
0.898,-0.776,-20,11101100,-0.149
0.899,-0.398,-11,11110101,-0.084
0.9,0.159,4,00000100,0.159
0.901,0.554,14,00001110,0.24
0.902,0.53,13,00001101,-0.097
0.903,0.7300000000000001,18,00010010,-0.207
0.904,1.4320000000000002,36,00100100,0.189
0.905,1.565,40,00101000,0.02
0.906,1.832,46,00101110,-0.009
0.907,1.671,42,00101010,-0.458
0.908,2.525,64,01000000,0.116
0.909,2.641,67,01000011,-0.038
0.91,2.746,70,01000110,-0.193
0.911,3.508,89,01011001,0.321
0.912,3.188,81,01010001,-0.235
0.913,3.6350000000000002,93,01011101,-0.01
0.914,4.172000000000001,106,01101010,0.319
0.915,4.209,107,01101011,0.164
0.916,4.058000000000001,103,01100111,-0.164
0.917,4.0489999999999995,103,01100111,-0.333
0.918,4.802,122,01111010,0.278
0.919,4.728,121,01111001,0.079
0.92,4.8,122,01111010,0.045
0.921,4.757,121,01111001,-0.086
0.922,4.93,126,01111110,0.019
0.923,4.767,122,01111010,-0.194
0.924,5.001,127,01111111,0.011
0.925,5.26,127,01111111,0.26
0.926,4.694,120,01111000,-0.296
0.927,4.618,118,01110110,-0.343
0.928,5.3149999999999995,127,01111111,0.404
0.929,4.479,114,01110010,-0.364
0.93,4.99,127,01111111,0.235
0.931,4.186,107,01101011,-0.463
0.932,4.707,120,01111000,0.183
0.933,4.491,114,01110010,0.109
0.934,4.192,107,01101011,-0.03
0.935,4.409,112,01110000,0.364
0.936,3.717,95,01011111,-0.136
0.937,3.378,86,01010110,-0.267
0.9380000000000001,3.095,79,01001111,-0.328
0.9390000000000001,3.423,87,01010111,0.236
0.9400000000000001,2.473,63,00111111,-0.466
0.9410000000000001,3.0909999999999997,79,01001111,0.412
0.9420000000000001,2.6969999999999996,69,01000101,0.288
0.9430000000000001,2.576,65,01000001,0.447
0.9440000000000001,1.596,40,00101000,-0.245
0.9450000000000001,1.3639999999999999,34,00100010,-0.181
0.9460000000000001,0.9920000000000001,25,00011001,-0.251
0.9470000000000001,1.4000000000000001,35,00100011,0.463
0.9480000000000001,0.393,10,00001010,-0.234
0.9490000000000001,0.273,7,00000111,-0.041
0.9500000000000001,-0.223,-6,11111010,-0.223
0.9510000000000001,-0.031000000000000028,-1,11111111,0.283
0.9520000000000001,-1.005,-26,11100110,-0.378
0.9530000000000001,-0.676,-18,11101110,0.261
0.9540000000000001,-1.5650000000000002,-41,11010111,-0.322
0.9550000000000001,-1.919,-50,11001110,-0.374
0.9560000000000001,-1.592,-41,11010111,0.249
0.9570000000000001,-2.055,-53,11001011,0.074
0.9580000000000001,-2.4749999999999996,-64,11000000,-0.066
0.9590000000000001,-2.2159999999999997,-57,11000111,0.463
0.96,-2.9090000000000003,-75,10110101,0.03
0.961,-2.9429999999999996,-76,10110100,0.244
0.962,-3.295,-85,10101011,0.128
0.963,-3.81,-98,10011110,-0.165
0.964,-3.531,-91,10100101,0.322
0.965,-4.281,-110,10010010,-0.236
0.966,-4.4430000000000005,-114,10001110,-0.221
0.967,-4.321,-111,10010001,0.061
0.968,-4.098,-105,10010111,0.426
0.969,-5.068,-128,10000000,-0.419
0.97,-4.937,-127,10000001,-0.182
0.971,-5.319,-128,10000000,-0.476
0.972,-4.678999999999999,-120,10001000,0.232
0.973,-4.9270000000000005,-127,10000001,0.034
0.974,-5.359,-128,10000000,-0.369
0.975,-5.166,-128,10000000,-0.166
0.976,-4.752000000000001,-122,10000110,0.238
0.977,-5.174,-128,10000000,-0.213
0.978,-4.473999999999999,-115,10001101,0.437
0.979,-4.529,-116,10001100,0.314
0.98,-4.845,-125,10000011,-0.09
0.981,-4.185,-108,10010100,0.464
0.982,-4.515,-116,10001100,0.009
0.983,-4.614999999999999,-119,10001001,-0.233
0.984,-4.282,-110,10010010,-0.06
0.985,-4.418,-114,10001110,-0.373
0.986,-3.3920000000000003,-87,10101001,0.461
0.987,-3.217,-83,10101101,0.428
0.988,-3.567,-92,10100100,-0.144
0.989,-3.13,-81,10101111,0.057
0.99,-2.5020000000000002,-65,10111111,0.437
0.991,-2.5719999999999996,-66,10111110,0.107
0.992,-2.182,-56,11001000,0.227
0.993,-2.621,-68,10111100,-0.492
0.994,-1.93,-50,11001110,-0.089
0.995,-1.8699999999999999,-48,11010000,-0.325
0.996,-1.409,-37,11011011,-0.166
0.997,-1.284,-33,11011111,-0.347
0.998,-0.881,-23,11101001,-0.254
0.999,0.015000000000000013,0,00000000,0.329
