time,sampling,quantize,encode,noise sampling
0.8140000000000001,3.675,94,01011110,3.922
0.8150000000000001,3.858,98,01100010,3.653
0.8160000000000001,4.033,103,01100111,3.8120000000000003
0.8170000000000001,4.156,106,01101010,4.821
0.8180000000000001,4.276,109,01101101,4.894
0.8190000000000001,4.39,112,01110000,4.664
0.8200000000000001,4.502,115,01110011,4.8629999999999995
0.8210000000000001,4.568,116,01110100,5.317
0.8220000000000001,4.655,119,01110111,4.795999999999999
0.8230000000000001,4.686,119,01110111,5.183000000000001
0.8240000000000001,4.718,120,01111000,5.3260000000000005
0.8250000000000001,4.741,121,01111001,5.242
0.8260000000000001,4.757,121,01111001,4.852
0.8270000000000001,4.745,121,01111001,4.798
0.8280000000000001,4.66,119,01110111,4.563
0.8290000000000001,4.576,117,01110101,5.237
0.8300000000000001,4.516,115,01110011,5.249
0.8310000000000001,4.411,112,01110000,4.676
0.8320000000000001,4.255,108,01101100,4.614
0.833,4.12,105,01101001,4.417
0.834,3.957,101,01100101,4.170000000000001
0.835,3.783,96,01100000,4.416
0.836,3.609,92,01011100,3.9800000000000004
0.837,3.408,87,01010111,3.562
0.838,3.221,82,01010010,3.039
0.839,3.03,77,01001101,3.122
0.84,2.796,71,01000111,3.415
0.841,2.555,65,01000001,2.6479999999999997
0.842,2.313,59,00111011,2.0429999999999997
0.843,2.05,52,00110100,1.971
0.844,1.774,45,00101101,1.755
0.845,1.501,38,00100110,1.6829999999999998
0.846,1.203,30,00011110,1.5850000000000002
0.847,0.926,23,00010111,0.6320000000000001
0.848,0.647,16,00010000,0.869
0.849,0.383,9,00001001,0.5569999999999999
0.85,0.108,2,00000010,0.323
0.851,-0.202,-6,11111010,0.181
0.852,-0.482,-13,11110011,-0.41600000000000004
0.853,-0.757,-20,11101100,-0.895
0.854,-1.018,-27,11100101,-1.3800000000000001
0.855,-1.31,-34,11011110,-1.561
0.856,-1.57,-41,11010111,-1.8499999999999999
0.857,-1.874,-48,11010000,-1.841
0.858,-2.106,-54,11001010,-2.2849999999999997
0.859,-2.356,-61,11000011,-2.51
0.86,-2.595,-67,10111101,-2.653
0.861,-2.862,-74,10110110,-3.09
0.862,-3.091,-80,10110000,-3.231
0.863,-3.323,-86,10101010,-3.741
0.864,-3.521,-91,10100101,-3.515
0.865,-3.708,-95,10100001,-4.364
0.866,-3.869,-100,10011100,-3.7770000000000006
0.867,-4.019,-103,10011001,-4.813
0.868,-4.154,-107,10010101,-4.235
0.869,-4.269,-110,10010010,-4.39
0.87,-4.371,-112,10010000,-4.462
0.871,-4.471,-115,10001101,-5.28
0.872,-4.561,-117,10001011,-4.622
0.873,-4.631,-119,10001001,-5.297000000000001
0.874,-4.635,-119,10001001,-5.049
0.875,-4.661,-120,10001000,-5.294
0.876,-4.644,-119,10001001,-4.944
0.877,-4.636,-119,10001001,-4.998
0.878,-4.551,-117,10001011,-4.685
0.879,-4.481,-115,10001101,-4.696
0.88,-4.405,-113,10001111,-4.659
0.881,-4.316,-111,10010001,-4.757
0.882,-4.182,-108,10010100,-4.974
0.883,-4.076,-105,10010111,-4.707999999999999
0.884,-3.889,-100,10011100,-3.8070000000000004
0.885,-3.699,-95,10100001,-4.068
0.886,-3.505,-90,10100110,-4.0120000000000005
0.887,-3.307,-85,10101011,-3.6
0.888,-3.106,-80,10110000,-3.039
0.889,-2.902,-75,10110101,-2.755
0.89,-2.671,-69,10111011,-2.7920000000000003
0.891,-2.422,-62,11000010,-2.593
0.892,-2.171,-56,11001000,-2.4699999999999998
0.893,-1.899,-49,11001111,-2.398
0.894,-1.607,-42,11010110,-1.376
0.895,-1.351,-35,11011101,-1.048
0.896,-1.07,-28,11100100,-1.219
0.897,-0.799,-21,11101011,-0.795
0.898,-0.508,-13,11110011,-0.776
0.899,-0.237,-7,11111001,-0.398
0.9,0.025,0,00000000,0.159
0.901,0.325,8,00001000,0.554
0.902,0.6,15,00001111,0.53
0.903,0.891,22,00010110,0.7300000000000001
0.904,1.204,30,00011110,1.4320000000000002
0.905,1.47,37,00100101,1.565
0.906,1.713,43,00101011,1.832
0.907,1.964,50,00110010,1.671
0.908,2.23,57,00111001,2.525
0.909,2.492,63,00111111,2.641
0.91,2.74,70,01000110,2.746
0.911,2.959,75,01001011,3.508
0.912,3.167,81,01010001,3.188
0.913,3.369,86,01010110,3.6350000000000002
0.914,3.572,91,01011011,4.172000000000001
0.915,3.754,96,01100000,4.209
0.916,3.903,99,01100011,4.058000000000001
0.917,4.036,103,01100111,4.0489999999999995
0.918,4.21,107,01101011,4.802
0.919,4.303,110,01101110,4.728
0.92,4.415,113,01110001,4.8
0.921,4.483,114,01110010,4.757
0.922,4.54,116,01110100,4.93
0.923,4.602,117,01110101,4.767
0.924,4.629,118,01110110,5.001
0.925,4.64,118,01110110,5.26
0.926,4.617,118,01110110,4.694
0.927,4.584,117,01110101,4.618
0.928,4.539,116,01110100,5.3149999999999995
0.929,4.473,114,01110010,4.479
0.93,4.366,111,01101111,4.99
0.931,4.284,109,01101101,4.186
0.932,4.186,107,01101011,4.707
0.933,4.074,104,01101000,4.491
0.934,3.923,100,01100100,4.192
0.935,3.75,96,01100000,4.409
0.936,3.547,90,01011010,3.717
0.937,3.39,86,01010110,3.378
0.9380000000000001,3.189,81,01010001,3.095
0.9390000000000001,2.949,75,01001011,3.423
0.9400000000000001,2.725,69,01000101,2.473
0.9410000000000001,2.486,63,00111111,3.0909999999999997
0.9420000000000001,2.238,57,00111001,2.6969999999999996
0.9430000000000001,1.982,50,00110010,2.576
0.9440000000000001,1.694,43,00101011,1.596
0.9450000000000001,1.403,35,00100011,1.3639999999999999
0.9460000000000001,1.117,28,00011100,0.9920000000000001
0.9470000000000001,0.842,21,00010101,1.4000000000000001
0.9480000000000001,0.563,14,00001110,0.393
0.9490000000000001,0.311,7,00000111,0.273
0.9500000000000001,0.009,0,00000000,-0.223
0.9510000000000001,-0.249,-7,11111001,-0.031000000000000028
0.9520000000000001,-0.553,-15,11110001,-1.005
0.9530000000000001,-0.863,-23,11101001,-0.676
0.9540000000000001,-1.154,-30,11100010,-1.5650000000000002
0.9550000000000001,-1.434,-37,11011011,-1.919
0.9560000000000001,-1.71,-44,11010100,-1.592
0.9570000000000001,-1.963,-51,11001101,-2.055
0.9580000000000001,-2.225,-57,11000111,-2.4749999999999996
0.9590000000000001,-2.485,-64,11000000,-2.2159999999999997
0.96,-2.733,-70,10111010,-2.9090000000000003
0.961,-2.976,-77,10110011,-2.9429999999999996
0.962,-3.197,-82,10101110,-3.295
0.963,-3.384,-87,10101001,-3.81
0.964,-3.607,-93,10100011,-3.531
0.965,-3.778,-97,10011111,-4.281
0.966,-3.913,-101,10011011,-4.4430000000000005
0.967,-4.084,-105,10010111,-4.321
0.968,-4.199,-108,10010100,-4.098
0.969,-4.297,-110,10010010,-5.068
0.97,-4.422,-114,10001110,-4.937
0.971,-4.483,-115,10001101,-5.319
0.972,-4.558,-117,10001011,-4.678999999999999
0.973,-4.62,-119,10001001,-4.9270000000000005
0.974,-4.643,-119,10001001,-5.359
0.975,-4.685,-120,10001000,-5.166
0.976,-4.643,-119,10001001,-4.752000000000001
0.977,-4.584,-118,10001010,-5.174
0.978,-4.548,-117,10001011,-4.473999999999999
0.979,-4.502,-116,10001100,-4.529
0.98,-4.38,-113,10001111,-4.845
0.981,-4.268,-110,10010010,-4.185
0.982,-4.118,-106,10010110,-4.515
0.983,-4.02,-103,10011001,-4.614999999999999
0.984,-3.877,-100,10011100,-4.282
0.985,-3.711,-95,10100001,-4.418
0.986,-3.532,-91,10100101,-3.3920000000000003
0.987,-3.367,-87,10101001,-3.217
0.988,-3.163,-81,10101111,-3.567
0.989,-3.13,-81,10101111,-3.13
0.99,-2.5020000000000002,-65,10111111,-2.5020000000000002
0.991,-2.5719999999999996,-66,10111110,-2.5719999999999996
0.992,-2.182,-56,11001000,-2.182
0.993,-2.621,-68,10111100,-2.621
0.994,-1.93,-50,11001110,-1.93
0.995,-1.8699999999999999,-48,11010000,-1.8699999999999999
0.996,-1.409,-37,11011011,-1.409
0.997,-1.284,-33,11011111,-1.284
0.998,-0.881,-23,11101001,-0.881
0.999,0.015000000000000013,0,00000000,0.015000000000000013
