[797]	11100110
[798]	11100100
[799]	11101111
[800]	00000100
[801]	00000010
[802]	00010100
[803]	00001001
[804]	00100101
[805]	00100100
[806]	00100101
[807]	00110001
[808]	00111010
[809]	01001101
[810]	01001010
[811]	01001010
[812]	01100000
[813]	01011000
[814]	01100111
[815]	01011111
[816]	01011110
[817]	01100111
[818]	01111000
[819]	01111111
[820]	01101101
[821]	01111111
[822]	01111111
[823]	01110011
[824]	01111001
[825]	01111111
[826]	01110100
[827]	01111111
[828]	01111111
[829]	01111000
[830]	01111011
[831]	01101100
[832]	01110101
[833]	01100110
[834]	01110100
[835]	01101100
[836]	01011111
[837]	01101000
[838]	01010111
[839]	01100000
[840]	01001011
[841]	01000111
[842]	01001000
[843]	00111011
[844]	00110011
[845]	00110101
[846]	00100001
[847]	00100001
[848]	00001110
[849]	11111111
[850]	00000010
[851]	11111000
[852]	11110011
[853]	11110011
[854]	11100011
[855]	11100001
[856]	11010111
[857]	11000100
[858]	11001100
[859]	11001010
[860]	10110110
[861]	10110100
[862]	10101001
[863]	10101110
[864]	10010011
[865]	10011001
[866]	10011110
[867]	10011001
[868]	10011010
[869]	10001110
[870]	10000000
[871]	10000111
[872]	10001110
[873]	10000000
[874]	10000100
[875]	10001010
[876]	10001011
[877]	10000000
[878]	10000011
[879]	10001011
[880]	10000000
[881]	10001000
[882]	10000100
[883]	10010000
[884]	10010101
[885]	10001111
[886]	10011100
[887]	10101001
[888]	10110000
[889]	10110001
[890]	10100110
[891]	10110010
[892]	10110101
[893]	11010000
[894]	11011010
[895]	11001111
[896]	11011000
[897]	11100000
[898]	11110001
[899]	11101100
[900]	11110010
[901]	00001111
[902]	00000011
[903]	00010011
[904]	00100001
[905]	00101111
[906]	00101111
[907]	00110111
[908]	01000011
[909]	01000010
[910]	00111110
[911]	01010010
[912]	01001011
[913]	01010000
[914]	01100010
[915]	01100001
[916]	01101101
[917]	01110110
[918]	01110011
[919]	01111110
[920]	01111111
[921]	01111000
[922]	01111100
[923]	01111111
[924]	01110111
[925]	01111011
[926]	01111001
[927]	01110101
[928]	01110010
[929]	01111111
[930]	01111111
[931]	01110010
[932]	01111111
[933]	01101111
[934]	01100011
[935]	01100110
[936]	01101111
[937]	01101010
[938]	01100110
[939]	01001111
[940]	01001111
[941]	01001011
[942]	01001000
[943]	01000110
[944]	00111101
[945]	00011111
[946]	00100100
[947]	00011100
[948]	00001101
[949]	00010001
[950]	11111011
[951]	00000101
[952]	11111110
[953]	11100110
[954]	11100100
[955]	11100000
[956]	11010001
[957]	11010111
[958]	10111111
[959]	10111011
[960]	11000100
[961]	10111100
[962]	10101010
[963]	10100101
[964]	10100110
[965]	10010101
[966]	10001110
[967]	10011001
[968]	10010100
[969]	10010110
[970]	10001010
[971]	10000000
[972]	10001100
[973]	10000101
[974]	10000000
[975]	10000000
[976]	10000000
[977]	10000000
[978]	10000100
[979]	10000001
[980]	10001011
[981]	10000000
[982]	10010011
[983]	10000001
[984]	10011101
[985]	10011111
[986]	10010010
[987]	10100111
[988]	10100101
[989]	10110111
[990]	10110101
[991]	10110101
[992]	11000110
[993]	11000110
[994]	11001110
[995]	11001001
[996]	11010111
[997]	11101101
[998]	11101101
[999]	11110100
