[0],00010100
[1],00000101
[2],00000010
[3],00010111
[4],00101001
[5],00111111
[6],00100111
[7],01001001
[8],01010111
[9],01000001
[10],00110110
[11],00111101
[12],01011011
[13],01110001
[14],01101000
[15],01111101
[16],01110101
[17],01011101
[18],01101010
[19],01100001
[20],01110001
[21],01111111
[22],01111100
[23],01101001
[24],01111111
[25],01111111
[26],01110000
[27],01101000
[28],01111111
[29],01100101
[30],01100101
[31],01110101
[32],01110100
[33],01100111
[34],01111000
[35],01010010
[36],01010100
[37],01011011
[38],01000001
[39],01010110
[40],00110101
[41],01011010
[42],01010001
[43],00110001
[44],00110110
[45],00111100
[46],00100010
[47],00001101
[48],11111110
[49],11111101
[50],00001001
[51],11101111
[52],11111001
[53],11010101
[54],11101101
[55],11011111
[56],11010101
[57],11100011
[58],10111101
[59],10110101
[60],10101110
[61],10100010
[62],10100110
[63],10100100
[64],10001110
[65],10101010
[66],10011011
[67],10000000
[68],10000111
[69],10001100
[70],10000000
[71],10010110
[72],10001111
[73],10000000
[74],10011000
[75],10000000
[76],10010101
[77],10000110
[78],10001111
[79],10010000
[80],10001100
[81],10011000
[82],10000000
[83],10011001
[84],10000111
[85],10000100
[86],10110101
[87],10110101
[88],10100111
[89],10101100
[90],10100011
[91],11000100
[92],11000001
[93],11000000
[94],11011110
[95],11101000
[96],11110000
[97],11100100
[98],11100000
[99],00000000
[100],00001101
[101],00000101
[102],00001110
[103],00100111
[104],00100111
[105],00010000
[106],00101000
[107],00011110
[108],01010000
[109],00111110
[110],01010001
[111],01010011
[112],00111110
[113],01011100
[114],01010111
[115],01111100
[116],01110010
[117],01011111
[118],01011110
[119],01100111
[120],01101011
[121],01111111
[122],01100111
[123],01110110
[124],01111001
[125],01110001
[126],01111111
[127],01111111
[128],01111111
[129],01110000
[130],01111111
[131],01100110
[132],01011110
[133],01110111
[134],01100000
[135],01011100
[136],01110110
[137],01001010
[138],01001010
[139],01001100
[140],01000001
[141],00110001
[142],01001011
[143],00110100
[144],00110111
[145],00111011
[146],00100011
[147],00000001
[148],00101000
[149],00001000
[150],11101010
[151],11100001
[152],11010111
[153],11011011
[154],11110110
[155],11110001
[156],11010010
[157],10110110
[158],10101101
[159],11001000
[160],10110111
[161],11000101
[162],10100001
[163],10111001
[164],10001010
[165],10100101
[166],10101000
[167],10100010
[168],10001011
[169],10010110
[170],10010111
[171],10000001
[172],10010010
[173],10000000
[174],10000000
[175],10000000
[176],10010000
[177],10001011
[178],10000000
[179],10000000
[180],10000110
[181],10000111
[182],10100000
[183],10010011
[184],10000000
[185],10101001
[186],10110101
[187],10101111
[188],10011100
[189],10100000
[190],10100111
[191],10101011
[192],11010101
[193],10110001
[194],11010010
[195],11010111
[196],11001001
[197],11010011
[198],00000100
[199],11110110
[200],11101110
[201],11111100
[202],00011101
[203],00011010
[204],00101000
[205],00110001
[206],00110010
[207],00101111
[208],00101001
[209],01000101
[210],00110010
[211],01011010
[212],01011101
[213],01010110
[214],01100010
[215],01100010
[216],01111011
[217],01110011
[218],01111101
[219],01111111
[220],01111111
[221],01110001
[222],01111111
[223],01111100
[224],01111100
[225],01111111
[226],01111111
[227],01101010
[228],01111111
[229],01100101
[230],01111111
[231],01100011
[232],01110010
[233],01110100
[234],01100100
[235],01010111
[236],01010100
[237],01010010
[238],01000000
[239],01100011
[240],01010001
[241],00110001
[242],01001101
[243],00011111
[244],00101011
[245],00111011
[246],00110010
[247],00100111
[248],11111001
[249],00010101
[250],11101111
[251],00000011
[252],00000111
[253],11111111
[254],11101000
[255],11100001
[256],11010110
[257],11100100
[258],10111101
[259],10110000
[260],11001100
[261],10111000
[262],10010100
[263],10110000
[264],10100100
[265],10011100
[266],10011000
[267],10100101
[268],10000110
[269],10010001
[270],10011011
[271],10010100
[272],10001110
[273],10000111
[274],10000000
[275],10000000
[276],10001110
[277],10010101
[278],10010110
[279],10000000
[280],10010111
[281],10000010
[282],10001000
[283],10000101
[284],10001011
[285],10010111
[286],10011111
[287],10100100
[288],10110011
[289],11000001
[290],10101100
[291],10111011
[292],11001001
[293],11010100
[294],11011101
[295],11110000
[296],11100111
[297],11110000
[298],00001000
[299],11101011
[300],00000011
[301],00011111
[302],00100110
[303],00011110
[304],00101111
[305],00111011
[306],01000100
[307],01001011
[308],01010100
[309],01011011
[310],01000000
[311],00110111
[312],00111101
[313],01101001
[314],01011010
[315],01100010
[316],01010100
[317],01111111
[318],01110100
[319],01100101
[320],01111111
[321],01101000
[322],01111000
[323],01110111
[324],01110111
[325],01111111
[326],01111111
[327],01111100
[328],01111111
[329],01101111
[330],01111110
[331],01101111
[332],01101111
[333],01101011
[334],01111111
[335],01111111
[336],01001111
[337],01100001
[338],01010110
[339],01011010
[340],01010110
[341],00111111
[342],00101110
[343],00110000
[344],00011010
[345],00101001
[346],00010011
[347],00001111
[348],11111010
[349],00011000
[350],11110000
[351],00000001
[352],11100110
[353],11010010
[354],11110001
[355],11010110
[356],11001100
[357],11000101
[358],11000111
[359],11001111
[360],11000101
[361],10111001
[362],10010101
[363],10001011
[364],10101011
[365],10101010
[366],10000111
[367],10000111
[368],10010101
[369],10010111
[370],10000000
[371],10000000
[372],10000000
[373],10001110
[374],10010100
[375],10000010
[376],10000100
[377],10001011
[378],10000101
[379],10010111
[380],10000000
[381],10000000
[382],10001010
[383],10011101
[384],10001101
[385],10100111
[386],10101010
[387],10101000
[388],10111010
[389],10110111
[390],10100101
[391],11010000
[392],11001010
[393],11000100
[394],10111010
[395],11001100
[396],11010110
[397],11111000
[398],11100101
[399],11110011
[400],00001110
[401],11110000
[402],00001011
[403],00100111
[404],00101010
[405],00010110
[406],00100100
[407],00100001
[408],01010000
[409],01010000
[410],01000100
[411],01100000
[412],01001000
[413],01110011
[414],01010111
[415],01100010
[416],01111101
[417],01111111
[418],01110011
[419],01110110
[420],01101000
[421],01111111
[422],01111111
[423],01101000
[424],01111101
[425],01111111
[426],01111011
[427],01111111
[428],01101010
[429],01100100
[430],01111110
[431],01101011
[432],01110100
[433],01110100
[434],01110111
[435],01100100
[436],01010100
[437],01101110
[438],01010011
[439],01001001
[440],01010010
[441],00101110
[442],01010010
[443],00110000
[444],00101110
[445],00110101
[446],00001010
[447],00010101
[448],00011100
[449],11110110
[450],00001110
[451],00001001
[452],00001010
[453],11010011
[454],11110000
[455],11011010
[456],11001100
[457],11011011
[458],11000010
[459],10111000
[460],10100000
[461],10110101
[462],10010000
[463],10001010
[464],10100011
[465],10100001
[466],10010001
[467],10001110
[468],10000010
[469],10000111
[470],10011010
[471],10010111
[472],10000000
[473],10000000
[474],10000000
[475],10010010
[476],10000000
[477],10001000
[478],10000000
[479],10001111
[480],10000000
[481],10010110
[482],10011010
[483],10000000
[484],10100110
[485],10100110
[486],10110001
[487],10010010
[488],10110010
[489],10110011
[490],10100111
[491],11001001
[492],11010000
[493],11011100
[494],11101000
[495],11110000
[496],11101000
[497],11101010
[498],00000111
[499],11110110
[500],11100111
[501],00011010
[502],00100000
[503],00101111
[504],00001010
[505],00101110
[506],00110100
[507],00110011
[508],00111110
[509],01000100
[510],01011101
[511],01101000
[512],01100101
[513],01000110
[514],01001011
[515],01101110
[516],01010111
[517],01101111
[518],01111011
[519],01011101
[520],01111110
[521],01111111
[522],01111111
[523],01111101
[524],01111111
[525],01101010
[526],01111111
[527],01111111
[528],01111111
[529],01111111
[530],01111111
[531],01111111
[532],01100010
[533],01110011
[534],01111001
[535],01011011
[536],01101000
[537],01101110
[538],01000010
[539],01011101
[540],01010001
[541],01001101
[542],00101000
[543],00100000
[544],01000110
[545],00101001
[546],00010110
[547],00101011
[548],00010101
[549],00001000
[550],00010001
[551],00000100
[552],11110000
[553],11101010
[554],11101100
[555],11000111
[556],11010000
[557],11011000
[558],11010000
[559],10100110
[560],10101010
[561],11000110
[562],10101001
[563],10011110
[564],10001100
[565],10010011
[566],10001011
[567],10101000
[568],10000000
[569],10000000
[570],10000000
[571],10010111
[572],10010011
[573],10000000
[574],10000000
[575],10000000
[576],10000000
[577],10000000
[578],10000000
[579],10010110
[580],10000000
[581],10011010
[582],10010101
[583],10000000
[584],10011100
[585],10001101
[586],10011110
[587],10110101
[588],10010100
[589],10110100
[590],11001011
[591],11000010
[592],10111000
[593],11010101
[594],11001110
[595],11001010
[596],11011100
[597],11011011
[598],00000100
[599],00000001
[600],11110110
[601],00000010
[602],00000000
[603],00011001
[604],00001011
[605],00010000
[606],01000000
[607],00100110
[608],00100111
[609],01011100
[610],01010111
[611],00111010
[612],01010000
[613],01001101
[614],01010001
[615],01110010
[616],01101000
[617],01101000
[618],01100001
[619],01111111
[620],01101000
[621],01110101
[622],01111111
[623],01111111
[624],01111111
[625],01100111
[626],01111111
[627],01101011
[628],01110100
[629],01111111
[630],01101010
[631],01111111
[632],01011011
[633],01100001
[634],01010101
[635],01101101
[636],01011001
[637],01010110
[638],01100111
[639],01101100
[640],00111011
[641],01010011
[642],01000111
[643],01000111
[644],00101101
[645],00101100
[646],00101000
[647],00110100
[648],00101000
[649],00010111
[650],11111000
[651],11101000
[652],11100101
[653],11111001
[654],11011010
[655],11100001
[656],11001011
[657],11001011
[658],11000001
[659],11010000
[660],10100111
[661],10100110
[662],10111100
[663],10111000
[664],10001000
[665],10000100
[666],10001011
[667],10001001
[668],10000000
[669],10001100
[670],10100000
[671],10000000
[672],10010110
[673],10000000
[674],10000000
[675],10010110
[676],10000000
[677],10000000
[678],10000011
[679],10000001
[680],10010001
[681],10100000
[682],10001110
[683],10001000
[684],10101000
[685],10101110
[686],10100010
[687],10110011
[688],10111101
[689],10101100
[690],10011011
[691],10101010
[692],10101001
[693],10111011
[694],11001100
[695],11100011
[696],11110110
[697],11010011
[698],00000011
[699],11100010
[700],11101011
[701],11101100
[702],00011110
[703],00010111
[704],00110100
[705],00110111
[706],00011011
[707],01001000
[708],00110111
[709],01011001
[710],01011100
[711],01001100
[712],01010110
[713],01000100
[714],01100110
[715],01111010
[716],01101101
[717],01011110
[718],01111111
[719],01111111
[720],01110011
[721],01111111
[722],01111111
[723],01110110
[724],01110001
[725],01111111
[726],01111111
[727],01111010
[728],01111111
[729],01111111
[730],01111101
[731],01111111
[732],01100011
[733],01110100
[734],01111010
[735],01011101
[736],01110000
[737],01110111
[738],01010011
[739],01101010
[740],01100101
[741],00111000
[742],00111011
[743],00110111
[744],00111110
[745],01000011
[746],00010010
[747],00100010
[748],00010010
[749],00010011
[750],00010110
[751],00001011
[752],11110011
[753],11011011
[754],11100110
[755],11011100
[756],11010001
[757],11100100
[758],10111010
[759],10100101
[760],11010000
[761],10110010
[762],10101001
[763],10001111
[764],10101000
[765],10010011
[766],10101111
[767],10010000
[768],10100000
[769],10000111
[770],10001001
[771],10000000
[772],10000000
[773],10010010
[774],10000000
[775],10000000
[776],10000000
[777],10000100
[778],10000000
[779],10000110
[780],10011011
[781],10000001
[782],10000000
[783],10000000
[784],10001010
[785],10001011
[786],10100001
[787],10100100
[788],10110000
[789],10011000
[790],10111001
[791],11000001
[792],11001001
[793],11000110
[794],10110100
[795],11000000
[796],11101001
[797],11111100
[798],11101000
[799],11111101
[800],11110110
[801],11101101
[802],00100110
[803],00100100
[804],00100010
[805],00110011
[806],00111111
[807],01000101
[808],00101101
[809],01001101
[810],00101111
[811],01100001
[812],01100001
[813],01001001
[814],01111010
[815],01100000
[816],01110110
[817],01100011
[818],01110001
[819],01100111
[820],01111111
[821],01100101
[822],01110011
[823],01111000
[824],01111111
[825],01110100
[826],01111111
[827],01111111
[828],01101111
[829],01111111
[830],01110010
[831],01101010
[832],01111111
[833],01011111
[834],01111111
[835],01010010
[836],01011111
[837],01001000
[838],01001000
[839],01011101
[840],01001001
[841],01001111
[842],01000110
[843],00111001
[844],00100101
[845],00010110
[846],00101111
[847],00011011
[848],00100111
[849],00011101
[850],00011011
[851],11110111
[852],11110011
[853],11110000
[854],11110111
[855],11110100
[856],11011011
[857],11100100
[858],10111100
[859],11010111
[860],10101000
[861],10101011
[862],11000100
[863],10011100
[864],10110111
[865],10001001
[866],10100000
[867],10000011
[868],10000101
[869],10011010
[870],10000000
[871],10010110
[872],10010111
[873],10000000
[874],10000000
[875],10000000
[876],10010100
[877],10000000
[878],10000000
[879],10000000
[880],10000000
[881],10001001
[882],10011101
[883],10000000
[884],10011001
[885],10101000
[886],10011000
[887],10011010
[888],10010011
[889],11000010
[890],10100100
[891],11010001
[892],11001111
[893],11011110
[894],11011110
[895],11011001
[896],11001111
[897],11100100
[898],11010111
[899],11111011
[900],00000101
[901],11101110
[902],11110100
[903],00000000
[904],00011111
[905],00110111
[906],00110100
[907],00101101
[908],00111111
[909],01010001
[910],00111101
[911],01011110
[912],01010000
[913],01101001
[914],01010111
[915],01110000
[916],01011010
[917],01111111
[918],01111000
[919],01111111
[920],01111011
[921],01111111
[922],01100111
[923],01111111
[924],01111000
[925],01110111
[926],01101011
[927],01110011
[928],01100110
[929],01111111
[930],01100010
[931],01111111
[932],01110111
[933],01101111
[934],01110000
[935],01011010
[936],01110110
[937],01001100
[938],01011111
[939],01000011
[940],01011000
[941],00110000
[942],00110110
[943],00110101
[944],00100110
[945],00101101
[946],00111010
[947],00010001
[948],00011100
[949],00000101
[950],00000011
[951],11100110
[952],11100011
[953],11110110
[954],11001010
[955],11101111
[956],11010111
[957],11100110
[958],11001010
[959],11000111
[960],11000001
[961],10100001
[962],10111100
[963],10110001
[964],10001001
[965],10001101
[966],10000010
[967],10000001
[968],10001010
[969],10000000
[970],10011101
[971],10000010
[972],10000101
[973],10001101
[974],10000111
[975],10000000
[976],10000000
[977],10000101
[978],10000011
[979],10000000
[980],10001101
[981],10010101
[982],10001111
[983],10100001
[984],10101010
[985],10000001
[986],10010111
[987],10100100
[988],10100100
[989],10110100
[990],11001000
[991],10101000
[992],10101100
[993],11001110
[994],11100101
[995],11001110
[996],11010101
[997],11100000
[998],11110011
[999],00000111
